Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
PSMB7,0.139754,-3.333310055,0.076536,-4.327939738,0.994629683
INCENP,0.014348,-2.787462891,0.029234,-3.782027298,0.994564406
GUK1,0.0092,-2.482698778,0.009852,-3.475808684,0.993109907
TAS2R43,0.999996,0.312778043,0.999998,-0.677685764,0.990463807
RBM18,0.293726,-0.968682711,0.127846,-1.959062095,0.990379384
BORA,0.999996,-0.206153488,0.999998,-1.194521462,0.988367974
DZIP1L,0.792702,-0.598239348,0.502639,-1.585478181,0.987238833
SEC61A1,0.999996,-0.371471581,0.477146,-1.357824767,0.986353186
CCDC114,0.7959,-0.974123195,0.588146,-1.959635008,0.985511814
ESPL1,0.007746,-3.30392898,0.018858,-4.288641171,0.984712191
PSMA7,0.051714,-2.716223038,0.086596,-3.699708691,0.983485653
DDX39B,0.075429,-1.653575772,0.147737,-2.63699387,0.983418098
DDX24,0.19475,-1.226057701,0.139687,-2.209423465,0.983365765
RPS23,0.056573,-1.841850785,0.033989,-2.824622263,0.982771478
TRAPPC2,0.999996,1.005943868,0.955344,0.023197187,0.982746681
PRKRIR,0.886934,-0.50447469,0.457318,-1.487133977,0.982659286
FAM136A,0.016794,-0.987602805,0.017479,-1.970100771,0.982497967
C12orf65,0.999996,-0.316967611,0.367158,-1.299331548,0.982363937
SLC31A2,0.999996,-0.250737921,0.999998,-1.232070568,0.981332647
DDX10,0.155508,-2.572777174,0.106526,-3.553919083,0.981141909
HEATR6,0.999996,-0.065092129,0.996704,-1.045833085,0.980740956
FAM178A,0.342548,-1.260327169,0.514267,-2.240395668,0.980068499
NADSYN1,0.90886,-0.767685722,0.999998,-1.747120919,0.979435197
GTF3C2,0.16372,-2.196721586,0.237837,-3.175413382,0.978691796
VASP,0.999996,-1.133078303,0.999998,-2.111705506,0.978627203
PNO1,0.050865,-1.494633668,0.021607,-2.473193695,0.978560027
CARS,0.050865,-1.940088413,0.051951,-2.917820869,0.977732456
ARMCX6,0.855137,-0.6119081,0.188534,-1.589457587,0.977549488
ZNF286A,0.999996,-0.211290523,0.999998,-1.18874534,0.977454817
TSEN54,0.00941,-2.98388238,0.017314,-3.960289418,0.976407038
TRPM8,0.999996,-1.043641594,0.999998,-2.020047374,0.976405781
ZNF362,0.999996,-0.890640381,0.999998,-1.866206304,0.975565924
SLC5A11,0.999996,0.122483616,0.999998,-0.853063723,0.97554734
RAD52,0.999996,-1.268253119,0.999998,-2.242380599,0.97412748
TARS,0.308914,-2.670922651,0.240793,-3.644728161,0.97380551
GTF2B,0.192221,-2.443007547,0.066722,-3.415703164,0.972695617
NDUFA13,0.135279,-0.379602722,0.20304,-1.351504482,0.97190176
RPL31,0.504151,-1.320592521,0.256357,-2.29240475,0.971812229
IAH1,0.999996,-1.48349909,0.999998,-2.454794252,0.971295162
PGM5,0.999996,-0.591649614,0.999998,-1.562765807,0.971116194
LSM3,0.336797,-1.772875209,0.123494,-2.743662778,0.970787569
MBTPS1,0.159683,-0.635768128,0.286316,-1.606144998,0.97037687
SPATA31A3,0.181903,-1.920383825,0.06435,-2.890021351,0.969637526
PCYOX1L,0.999996,-1.108791904,0.999998,-2.07835889,0.969566985
HAO1,0.999996,-0.404792475,0.999998,-1.374229762,0.969437288
RBM15,0.999996,-1.898994328,0.999998,-2.868305391,0.969311063
UBA3,0.370699,-1.773971521,0.418739,-2.740471435,0.966499914
RPL6,0.031132,-3.404574577,0.013606,-4.370797586,0.966223009
NUP153,0.56203,-1.595376596,0.291951,-2.561266156,0.96588956
HEATR1,0.210471,-1.69292774,0.193897,-2.658323888,0.965396148
CASC5,0.677001,-0.655967159,0.10094,-1.620885299,0.964918141
HIVEP3,0.133506,-1.106872458,0.113889,-2.071296397,0.964423939
SMG5,0.09769,-2.563724987,0.021607,-3.52787625,0.964151262
SMR3B,0.207932,-1.646495521,0.164923,-2.608504827,0.962009306
GATSL3,0.999996,-0.148488381,0.999998,-1.108735553,0.960247171
FPGS,0.06126,-1.627680812,0.022269,-2.586561082,0.95888027
MAGIX,0.999996,-1.144969958,0.999998,-2.103390581,0.958420623
FARSA,0.002219,-2.985380469,0.004864,-3.942832453,0.957451984
TUBGCP4,0.05511,-1.770620646,0.086185,-2.727957159,0.957336513
GTF2E1,0.142146,-1.425484652,0.073164,-2.382264637,0.956779985
WDR75,0.054592,-2.435447683,0.075304,-3.391875926,0.956428243
BRAT1,0.171008,-1.120354539,0.012509,-2.076300219,0.95594568
BTBD18,0.963866,-0.085987981,0.59499,-1.04090059,0.954912608
YME1L1,0.202966,-1.377468733,0.081172,-2.33235621,0.954887477
PES1,0.024752,-0.079098177,0.057412,-1.032119927,0.95302175
SPC24,0.042036,-2.84719566,0.046854,-3.800011928,0.952816268
TBRG4,0.462472,-0.784861675,0.046284,-1.736842707,0.951981032
PEX2,0.999996,-0.354236021,0.999998,-1.30466583,0.950429809
UNC119,0.189572,-2.163854095,0.261891,-3.112666054,0.948811959
AARS,0.050865,-2.188005536,0.021488,-3.136699465,0.94869393
RPL15,0.074574,-2.889241679,0.065769,-3.837526465,0.948284786
PPIL2,0.01317,-2.083118022,0.022217,-3.030485562,0.94736754
GTPBP8,0.21283,-0.762112757,0.044704,-1.708836773,0.946724016
CENPT,0.999996,-0.548346249,0.178338,-1.495047512,0.946701262
RPS12,0.054592,-1.625755979,0.108972,-2.569954684,0.944198705
WAS,0.969494,-1.072032128,0.623761,-2.015726716,0.943694588
TTLL7,0.999996,-0.060378426,0.999998,-1.002640998,0.942262572
IMPDH2,0.359208,-2.024779709,0.299037,-2.966173131,0.941393422
GRWD1,0.128583,-1.749032445,0.0254,-2.689119675,0.94008723
C10orf2,0.071008,-1.397992882,0.13916,-2.337859743,0.939866862
RPS3A,0.007042,-3.467425913,0.0197,-4.407193592,0.93976768
SDHD,0.224549,-1.461579367,0.053601,-2.40132186,0.939742493
AADAT,0.999996,0.315283507,0.999998,-0.624400322,0.939683829
TCP11,0.999996,-0.49095839,0.910012,-1.429008923,0.938050533
DCTN6,0.115377,-1.754664238,0.238012,-2.690547647,0.935883409
FCHO2,0.999996,-0.244718424,0.6017,-1.180140136,0.935421712
NUP93,0.070296,-0.910074174,0.304308,-1.845239237,0.935165063
ACTR3,0.487256,-0.838565631,0.229058,-1.773637028,0.935071397
HSD17B10,0.007735,-3.167464246,0.009544,-4.101687899,0.934223653
SDHAF2,0.999996,-0.076320514,0.999998,-1.009951765,0.933631251
KIF11,0.469125,-3.449776692,0.536031,-4.383130765,0.933354073
GNB1L,0.085583,-0.885262056,0.007595,-1.818042593,0.932780537
U2SURP,0.115377,-2.450348368,0.139214,-3.382950471,0.932602102
TCEB1,0.345436,-1.125842978,0.086279,-2.057760517,0.931917539
DKC1,0.274271,-4.676778688,0.292526,-5.608394493,0.931615805
C15orf39,0.516687,-0.984759516,0.411608,-1.914352743,0.929593226
NUP188,0.012448,-1.500922651,0.012871,-2.429715377,0.928792726
ABCB7,0.012815,-3.196629697,0.014734,-4.123820048,0.927190351
AFF1,0.877638,-0.615247391,0.452332,-1.540609372,0.925361981
ACSM3,0.999996,0.374343506,0.999998,-0.55087422,0.925217726
MRPS31,0.999996,-0.141783304,0.890546,-1.066683682,0.924900378
ZNF33A,0.999996,-1.660013602,0.999998,-2.584752413,0.924738811
NPLOC4,0.20455,-1.975616474,0.071647,-2.899920728,0.924304254
CACNA1D,0.999996,0.067785849,0.999998,-0.854306807,0.922092656
ATP5L,0.139649,-1.081004621,0.346646,-2.003096308,0.922091687
CPSF3L,0.01317,-1.955799774,0.003387,-2.877223697,0.921423924
NR4A1,0.999996,-1.174336593,0.999998,-2.095598795,0.921262203
ZNF629,0.999996,0.416416556,0.999998,-0.504328051,0.920744607
CRNKL1,0.148612,-2.04203446,0.167464,-2.960740471,0.91870601
40512,0.441589,-0.990423453,0.266195,-1.909113771,0.918690317
MROH9,0.999996,-2.013442945,0.999998,-2.929607547,0.916164602
SLK,0.999996,0.61390299,0.999998,-0.301422206,0.915325196
HNRNPC,0.999996,-0.61606951,0.999998,-1.531344426,0.915274915
NEK4,0.999996,-0.038925047,0.999998,-0.953669585,0.914744538
KIT,0.999996,-0.323152794,0.999998,-1.2377971,0.914644306
SLC35B3,0.999996,1.198605631,0.999998,0.28456142,0.914044211
TIMM17A,0.239153,-0.979980062,0.452837,-1.89381418,0.913834119
MTCH1,0.999996,-1.959671276,0.999998,-2.873077542,0.913406266
SPC25,0.108402,-1.671653145,0.087355,-2.583435763,0.911782619
TNPO3,0.421553,-0.899552655,0.079913,-1.810638162,0.911085507
ENO1,0.07814,-2.894611654,0.117326,-3.803890087,0.909278433
AHCY,0.038348,-2.341269511,0.064802,-3.249950172,0.908680661
TRAPPC6A,0.969494,-1.992942563,0.999998,-2.901261689,0.908319127
ZNHIT2,0.056573,-1.900631158,0.033989,-2.807144007,0.906512849
DOLK,0.02064,-2.609391833,0.033635,-3.513887989,0.904496156
SEC23A,0.999996,-0.27607987,0.999998,-1.180051928,0.903972059
ATP5F1,0.083929,-0.701222895,0.094182,-1.604481482,0.903258587
INTS10,0.887843,-0.185210709,0.064802,-1.088290058,0.903079349
HAX1,0.999996,-0.32162479,0.455585,-1.224017883,0.902393093
OOEP,0.999996,-1.334791033,0.999998,-2.237109136,0.902318103
MRPL51,0.049019,-1.096634974,0.051818,-1.998284578,0.901649605
VPS35,0.451341,-0.114143673,0.127889,-1.015760568,0.901616896
EIF2B5,0.455893,-1.555412453,0.148012,-2.455912569,0.900500116
VMAC,0.999996,-1.071189636,0.999998,-1.969614993,0.898425357
CCDC84,0.037411,-2.063137771,0.032328,-2.961462634,0.898324864
NMI,0.999996,0.251707319,0.999998,-0.646523242,0.898230561
TSPYL6,0.999996,-0.593436655,0.999998,-1.49071163,0.897274975
FBL,0.015777,-2.643645285,0.012844,-3.540368512,0.896723227
AKIP1,0.999996,-0.765285854,0.999998,-1.66187842,0.896592567
CAGE1,0.999996,-0.076879274,0.999998,-0.972680444,0.89580117
MRPL20,0.236444,-1.898919317,0.3518,-2.79446582,0.895546503
COLQ,0.999996,-0.381489264,0.999998,-1.276731763,0.895242499
RFC3,0.168928,-2.267697438,0.098926,-3.162875038,0.8951776
GMNN,0.999996,0.017735171,0.999998,-0.877048896,0.894784067
YARS2,0.002338,-2.490520841,0.009551,-3.383701516,0.893180675
ECD,0.065257,-2.969188239,0.022217,-3.861990084,0.892801845
GEMIN5,0.074462,-2.225757861,0.04906,-3.11840529,0.892647429
PSMD2,0.122429,-1.39870753,0.05798,-2.290854944,0.892147414
CINP,0.822703,-1.741542732,0.378081,-2.632292873,0.890750141
RPA3,0.043301,-2.24511159,0.059049,-3.134358094,0.889246504
GLRX5,0.415535,-0.856682308,0.03684,-1.745271367,0.888589058
GINS2,0.002122,-4.3393597,0.00385,-5.227711692,0.888351991
GAL,0.118089,-0.98124506,0.095337,-1.868478792,0.887233732
TOP3A,0.065187,-1.559104005,0.022619,-2.446028813,0.886924809
PSMC4,0.033245,-2.563371507,0.022988,-3.450179137,0.88680763
AGTR2,0.999996,1.175023207,0.999998,0.2890213,0.886001907
PRKRA,0.999996,-0.155194102,0.694598,-1.041194269,0.886000168
YARS,0.259705,-1.758332184,0.390043,-2.643850451,0.885518267
SRP68,0.185804,-1.251280997,0.209009,-2.136251581,0.884970584
GSTP1,0.739942,-0.858625811,0.588351,-1.741916229,0.883290418
XRCC6BP1,0.999996,-2.349788295,0.999998,-3.233052288,0.883263993
NDUFA8,0.999996,-0.45963176,0.249049,-1.342102083,0.882470323
PSMD4,0.04826,-2.822133712,0.015075,-3.703871224,0.881737512
BPIFA2,0.999996,-0.007161429,0.999998,-0.888580761,0.881419332
SLC25A3,0.348624,-1.036499684,0.220816,-1.9169583,0.880458616
RBBP4,0.999996,-0.868196119,0.845039,-1.747272015,0.879075896
NDUFB3,0.999996,-0.193463314,0.350366,-1.070631266,0.877167953
PPME1,0.819437,-2.053484454,0.666594,-2.930360425,0.876875971
C16orf59,0.999996,-0.269812898,0.216782,-1.143227523,0.873414625
PLEKHM1,0.302532,-0.75280753,0.138062,-1.626196495,0.873388964
RPUSD4,0.227308,-1.443620204,0.241384,-2.316899244,0.873279039
ARHGAP24,0.999996,0.782259772,0.999998,-0.090871802,0.873131574
CD72,0.852995,-0.751332995,0.782843,-1.623963919,0.872630924
PPA2,0.221028,-1.287507746,0.042258,-2.159977461,0.872469715
WDR31,0.999996,-1.955785417,0.999998,-2.82783743,0.872052013
RUVBL2,0.012339,-3.717004594,0.017479,-4.586801893,0.869797299
YTHDC2,0.999996,-2.799757009,0.999998,-3.669139362,0.869382353
KRTAP2-2,0.040354,-1.366574315,0.047337,-2.234142172,0.867567856
CLDN17,0.999996,0.679837145,0.999998,-0.187622131,0.867459275
SLC25A19,0.999996,-0.247547219,0.279499,-1.114403879,0.86685666
NELFA,0.037607,-2.188163466,0.043967,-3.05472706,0.866563594
DAP3,0.033389,-2.06584286,0.077809,-2.931424723,0.865581862
DHX16,0.045876,-1.698354124,0.117791,-2.56379807,0.865443946
TBCB,0.11755,-1.328929398,0.021415,-2.194249401,0.865320003
ANAPC15,0.999996,-0.22902073,0.999998,-1.094149658,0.865128928
DEPDC1B,0.999996,-0.11397815,0.999998,-0.9788615,0.86488335
PPP1R11,0.202966,-1.285705913,0.144125,-2.14943295,0.863727037
PUF60,0.001485,-2.984985111,0.003387,-3.846210342,0.861225231
DHX8,0.208175,-1.2973806,0.087971,-2.157937225,0.860556625
GRID2IP,0.595604,-1.099989468,0.460754,-1.960540635,0.860551168
ALG11,0.999996,-1.344794868,0.444151,-2.204912955,0.860118087
GTF2F1,0.135279,-1.156375548,0.570819,-2.016227532,0.859851984
SLC16A5,0.537865,-0.527268366,0.357274,-1.387072849,0.859804483
NFS1,0.093628,-0.178329753,0.067041,-1.038111988,0.859782235
DPH1,0.999996,-0.394556677,0.053601,-1.25381465,0.859257973
SENP1,0.999996,0.148087476,0.999998,-0.709551549,0.857639025
DDX59,0.085191,-1.40540902,0.090395,-2.262172569,0.856763549
PRPF3,0.442814,-0.901343108,0.062367,-1.756799713,0.855456605
SYN3,0.811654,-0.777680679,0.643722,-1.63227053,0.854589851
IBA57,0.296115,-2.613663789,0.121401,-3.467815964,0.854152175
TMUB2,0.605257,-1.057581133,0.266302,-1.911246714,0.853665582
CLPB,0.740599,-0.420670134,0.024784,-1.274265452,0.853595318
MRPL38,0.020388,-1.916960662,0.008432,-2.770422619,0.853461957
STX18,0.926185,-0.438432814,0.167464,-1.289256145,0.850823331
FASN,0.159031,-1.050477626,0.013886,-1.90108877,0.850611144
ADAT3,0.074711,-1.004031801,0.029032,-1.852703273,0.848671472
MMRN2,0.787826,-2.065054359,0.917802,-2.913652854,0.848598495
ROMO1,0.014985,-3.338830117,0.019977,-4.185361576,0.846531459
ATP6V1B2,0.019354,-2.336276946,0.028796,-3.180831589,0.844554642
PPFIBP2,0.919575,-0.959551118,0.910495,-1.803720143,0.844169026
GNL3,0.011226,-2.325741706,0.022217,-3.169661856,0.84392015
XRCC4,0.999996,-1.840193091,0.999998,-2.683995547,0.843802456
NCKIPSD,0.999996,-1.289851005,0.999998,-2.133538176,0.843687171
LOH12CR1,0.999996,-2.66001071,0.999998,-3.503064497,0.843053787
RAD21L1,0.999996,-1.912411084,0.999998,-2.754423236,0.842012152
TAZ,0.016637,-1.267356044,0.005736,-2.109302389,0.841946345
ARMC7,0.017733,-2.294756394,0.113769,-3.13651883,0.841762435
ARHGAP11A,0.999996,-0.477590548,0.497425,-1.319241463,0.841650915
VWA8,0.999996,-0.962508778,0.999998,-1.803738162,0.841229384
CCT6A,0.043097,-1.77956813,0.044704,-2.620692104,0.841123975
MED1,0.999996,-0.477558812,0.164762,-1.317767942,0.84020913
WDR70,0.920696,-2.15112536,0.09845,-2.988361706,0.837236346
CHMP5,0.624082,-0.881601546,0.395215,-1.718307482,0.836705936
MRPS28,0.152562,-1.248807301,0.103492,-2.084820656,0.836013355
VAC14,0.999996,-2.135801318,0.999998,-2.971777332,0.835976015
POLR2L,0.024837,-2.687048805,0.015736,-3.523000506,0.835951701
GPRC5D,0.999996,0.078980097,0.999998,-0.75514707,0.834127167
GFM1,0.632352,-0.775638275,0.364179,-1.609431691,0.833793416
LSM1,0.999996,-0.3978781,0.999998,-1.231161405,0.833283305
KANK4,0.999996,-0.424626656,0.999998,-1.255518023,0.830891367
MRPS2,0.039825,-1.560118574,0.016599,-2.390036089,0.829917515
MAN1B1,0.999996,-0.935499897,0.999998,-1.764612304,0.829112407
ANAPC13,0.999996,-0.187567907,0.999998,-1.016550409,0.828982502
C19orf43,0.999996,-1.040045618,0.094182,-1.869005815,0.828960197
LAMC1,0.999996,-0.341278405,0.999998,-1.169898266,0.828619861
DHX35,0.599228,-2.14052387,0.131891,-2.968994612,0.828470742
CDK5R2,0.999996,-0.440541107,0.999998,-1.267894019,0.827352912
NSG1,0.999996,-0.458795118,0.999998,-1.285761792,0.826966674
ACTR10,0.060922,-1.854884591,0.046182,-2.680049774,0.825165183
SMU1,0.47522,-1.34331666,0.633035,-2.167747339,0.824430679
TTC28,0.999996,-2.009627224,0.999998,-2.833207129,0.823579906
HMGB1,0.965458,-1.027134653,0.103362,-1.850267661,0.823133008
TOMM22,0.091902,-1.631761176,0.029576,-2.45450082,0.822739643
CTAGE4,0.85664,-0.950163631,0.293517,-1.771576389,0.821412758
ZNF227,0.999996,0.545799858,0.999998,-0.275277979,0.821077837
ZNF100,0.999996,-0.234347034,0.999998,-1.052634492,0.818287458
NDUFB2,0.999996,-0.231398794,0.592671,-1.049632589,0.818233794
ZNF624,0.999996,-1.528371462,0.999998,-2.346482802,0.818111341
IKBKB,0.999996,-1.935777579,0.667134,-2.752576345,0.816798766
CD68,0.182775,-1.448241712,0.296831,-2.264243303,0.816001591
FAM109B,0.42165,-1.390706541,0.131891,-2.204330844,0.813624303
COX18,0.988664,-0.100968597,0.148004,-0.912752461,0.811783864
NUFIP1,0.442677,-0.446686367,0.33607,-1.257797141,0.811110774
TOP1,0.058145,-2.528270176,0.075898,-3.338855807,0.810585631
ZNF785,0.999996,-0.742760833,0.920997,-1.552917318,0.810156485
HSD17B4,0.999996,-1.586481381,0.999998,-2.396430445,0.809949064
ZNF260,0.999996,-1.637171043,0.999998,-2.446965496,0.809794453
RAD9A,0.16388,-0.772949073,0.122207,-1.582542419,0.809593346
HLA-DOB,0.999996,-0.760873763,0.716235,-1.570432232,0.809558468
POLR2E,0.050865,-1.292925571,0.033989,-2.102426361,0.80950079
TBC1D3G,0.864426,-1.116068365,0.743694,-1.925051836,0.808983471
DCPS,0.263952,-0.600207751,0.283427,-1.408986495,0.808778744
NPIPA3,0.466954,-0.649310035,0.810264,-1.456129731,0.806819696
C1D,0.999996,0.196824462,0.999998,-0.609111122,0.805935584
AP1S3,0.999996,0.617096465,0.999998,-0.188706097,0.805802561
CUL4B,0.999996,-0.978920641,0.999998,-1.784000264,0.805079623
LCE4A,0.999996,-0.435766867,0.999998,-1.238936504,0.803169637
RRN3,0.955654,-1.148351309,0.153557,-1.95141276,0.803061451
THADA,0.999996,0.33794052,0.999998,-0.464598137,0.802538657
NHLRC1,0.999996,-1.247007255,0.999998,-2.048677468,0.801670213
NRCAM,0.999996,-1.566727388,0.999998,-2.36763363,0.800906242
AARS2,0.002321,-2.083118789,0.003387,-2.883090426,0.799971637
COPA,0.63717,-1.905229764,0.659727,-2.703930162,0.798700398
TCHP,0.640594,-0.840302214,0.535107,-1.638755633,0.798453419
MCAM,0.999996,-0.333741074,0.999998,-1.132140858,0.798399784
ABT1,0.145669,-1.176827885,0.132394,-1.975161802,0.798333917
BARX2,0.999996,-0.08608342,0.999998,-0.883901544,0.797818124
TBC1D3F,0.610563,-1.162328884,0.489051,-1.95924732,0.796918436
TBL3,0.006468,-2.019450137,0.004174,-2.814781021,0.795330884
POT1,0.338482,-2.10674084,0.166152,-2.901524016,0.794783176
TIMM22,0.545876,-0.780071918,0.367612,-1.574817779,0.794745862
NDRG2,0.999996,-0.264540696,0.999998,-1.058477024,0.793936328
TUBAL3,0.999996,-0.414937322,0.999998,-1.208523545,0.793586223
UNC79,0.999996,-0.852068866,0.999998,-1.645538348,0.793469482
S100A2,0.999996,-0.52662142,0.477352,-1.319990626,0.793369206
BET1,0.69847,-0.514090697,0.289242,-1.307070675,0.792979978
TPI1,0.371482,-1.870428435,0.428908,-2.662462941,0.792034506
HSPA5,0.215162,-2.007029369,0.132902,-2.798797373,0.791768004
PABPN1,0.016022,-1.404775189,0.095345,-2.19634913,0.791573941
PTCD1,0.472605,-1.39831345,0.061656,-2.189063233,0.790749783
DDX49,0.002219,-2.850088797,0.004174,-3.640698243,0.790609445
DIS3,0.135699,-1.638940166,0.116861,-2.429425558,0.790485391
SMS,0.999996,-0.646549341,0.889751,-1.436683563,0.790134221
HIP1R,0.288855,-1.822336289,0.063254,-2.612248871,0.789912582
IL9,0.596966,-0.610190518,0.571538,-1.400024443,0.789833925
ZUFSP,0.999996,0.71394007,0.999998,-0.074015998,0.787956068
NDUFB1,0.999996,-0.772177053,0.999998,-1.559603207,0.787426154
NLGN4Y,0.999996,-1.44750372,0.999998,-2.234448182,0.786944462
LIFR,0.999996,-1.686549876,0.999998,-2.473162591,0.786612716
REXO2,0.3511,-0.97393776,0.999998,-1.760176269,0.786238509
MED31,0.999996,-0.317300197,0.999998,-1.101671789,0.784371591
UCHL3,0.999996,-0.05354487,0.999998,-0.837422208,0.783877338
OBSCN,0.999996,-0.598253281,0.999998,-1.381341413,0.783088132
DIMT1,0.11775,-1.324259366,0.071788,-2.105656959,0.781397593
KRTAP2-3,0.182775,-1.231298094,0.071271,-2.012477184,0.78117909
PF4V1,0.494676,-2.552047591,0.572671,-3.331976009,0.779928418
ASNA1,0.794354,-1.033771501,0.039483,-1.813655328,0.779883826
DHX36,0.999996,-0.874085743,0.435363,-1.651723406,0.777637664
MAT2B,0.999996,-0.749371952,0.999998,-1.526665572,0.77729362
CD3EAP,0.061816,-1.923472088,0.042258,-2.700443628,0.77697154
AGER,0.999996,-0.414744257,0.999998,-1.191421159,0.776676902
EGFR,0.999996,-0.102042782,0.290637,-0.878468724,0.776425942
XPO4,0.999996,-1.633442627,0.999998,-2.409740366,0.776297739
DDX47,0.398394,-0.973869331,0.23728,-1.749789442,0.77592011
HMBS,0.999996,-0.415382913,0.999998,-1.190788896,0.775405983
PIAS4,0.455126,0.905893016,0.417613,0.130676806,0.77521621
ANAPC5,0.192349,-2.240918069,0.079044,-3.015926142,0.775008074
WDR44,0.999996,-3.538805578,0.999998,-4.313290366,0.774484788
NFIX,0.999996,-0.371067541,0.999998,-1.14407509,0.773007549
FCGRT,0.991472,-0.420497078,0.669349,-1.193253161,0.772756082
MCM9,0.999996,-1.947194918,0.999998,-2.719142277,0.77194736
ALG2,0.005889,-2.997793694,0.011773,-3.769550046,0.771756352
GPN2,0.0092,-2.656085786,0.004685,-3.425936298,0.769850512
SARS2,0.030734,-2.455778752,0.034558,-3.224273903,0.768495151
PDE11A,0.999996,-1.750962454,0.999998,-2.518337124,0.76737467
PIK3C3,0.326229,-1.052335776,0.368929,-1.819325911,0.766990135
FOXN2,0.999996,0.4252479,0.999998,-0.341561184,0.766809084
MRPS12,0.166268,-2.372965072,0.051518,-3.139496008,0.766530935
ARPC4,0.088148,-0.98105185,0.072126,-1.747130954,0.766079104
PCDHGB2,0.999996,-0.304986938,0.999998,-1.071062419,0.766075481
NAA30,0.49595,-0.24641529,0.389519,-1.011369117,0.764953827
MRPL36,0.3467,-0.974985325,0.022933,-1.739743102,0.764757777
ACTN4,0.999996,-0.225327776,0.501832,-0.98955056,0.764222783
SRR,0.999996,0.801323337,0.999998,0.037128194,0.764195143
ADPRM,0.999996,0.412798758,0.999998,-0.350838131,0.763636889
MAPK1IP1L,0.999996,-1.048165899,0.877093,-1.81103434,0.762868441
NUB1,0.999996,-1.746832006,0.999998,-2.509351616,0.762519611
COPB1,0.29517,-1.511520903,0.067675,-2.273978013,0.76245711
EAPP,0.845077,-0.428679886,0.221719,-1.190672303,0.761992416
HYPK,0.501473,-1.246039328,0.115743,-2.006515732,0.760476404
